OL,MOF_name,%MGS
[O]C(=O)c1ccc(/C/2=C\3/[N]/C(=C(\C4=N/C(=C(\C5=CC=C([N]5)/C(=C/5\N=C2C=C5)/c2ccc(cc2)C(=O)[O])/c2ccc(cc2)C(=O)[O])/C=C4)/c2ccc(cc2)C(=O)[O])/C=C3)cc1,XILSUI,187.84128
[O]C(=O)c1ccc(/C/2=C\3/[N]/C(=C(\C4=N/C(=C(\C5=CC=C([N]5)/C(=C/5\N=C2C=C5)/c2ccc(cc2)C(=O)[O])/c2ccc(cc2)C(=O)O)/C=C4)/c2ccc(cc2)C(=O)[O])/C=C3)cc1,ISENUQ,188.01099
O=C([O])c1ccc(/C/2=C\3/[N]/C(=C(\C4=N/C(=C(\C5=CC=C([N]5)/C(=C/5\N=C2C=C5)/c2ccc(cc2)C(=O)[O])/c2ccc(cc2)C(=O)[O])/C=C4)/c2ccc(cc2)C(=O)[O])/C=C3)cc1,BEDYEQ,186.01767
O=C([O])c1ccc(c2c3N[C](Nc3c(c3ccc(C(=O)[O])cc3)cc2)c2ccc(cc2)[C]2Nc3c(N2)c(c2ccc(C(=O)[O])cc2)ccc3c2ccc(C(=O)[O])cc2)cc1,nchem.2258,185.2695
O=C([O])c1ccc(/C/2=c\3/[nH]/c(=C(\C4=N/C(=C(\c5[nH]c(/C(=C/6\N=C2C=C6)/c2ccc(cc2)C(=O)[O])cc5)/c2ccc(cc2)C(=O)[O])/C=C4)/c2ccc(cc2)C(=O)[O])/cc3)cc1,YAKBOE,186.93063
O=C([O])c1ccc(c2c(c3ccc(C(=O)[O])cc3)cc(c3ccc(C(=O)[O])cc3)c(c2)c2ccc(cc2)C(=O)[O])cc1,LURGEL,82.62807
O=C([O])c1ccc(c2c(c3ccc(C(=O)[O])cc3)cc(c(c2)c2ccc(C(=O)[O])cc2)c2ccc(C(=O)[O])cc2)cc1,JUCGUL,82.67263
[O]C(=O)c1ccc(c2cc(c3c(c(c(c(c3CC)c3cc(c4ccc(C(=O)[O])cc4)cc(c4ccc(C(=O)[O])cc4)c3)CC)c3cc(c4ccc(C(=O)[O])cc4)cc(c4ccc(C(=O)[O])cc4)c3)CC)cc(c3ccc(C(=O)[O])cc3)c2)cc1,ZODPUF,339.23105
[O]C(=O)c1ccc(c2cc(c3ccc(cc3)C(=O)[O])cc(c2)c2ccc(cc2)C(=O)[O])cc1,MIFGEP,79.04503
[O]C(=O)c1ccc(c2cc(c3ccc(cc3)C(=O)[O])cc(/C/3=C/4\[N]/C(=C(/c5cc(c6ccc(cc6)C(=O)[O])cc(c6ccc(C(=O)[O])cc6)c5)\C5=N/C(=C(\C6=CC=C([N]6)/C(=C/6\N=C3C=C6)/c3cc(c6ccc(cc6)C(=O)[O])cc(c6ccc(C(=O)[O])cc6)c3)/c3cc(c6ccc(cc6)C(=O)[O])cc(c6ccc(C(=O)[O])cc6)c3)/C=C5)/C=C4)c2)cc1,AWUNUD,588.2584
[O]C(=O)c1ccc(c2cc(c3ccc(cc3)C(=O)[O])cc(/C/3=C\4/[N]/C(=C(/c5cc(c6ccc(cc6)C(=O)[O])cc(c6ccc(C(=O)[O])cc6)c5)\C5=N/C(=C(\C6=CC=C([N]6)/C(=C/6\N=C3C=C6)/c3cc(c6ccc(cc6)C(=O)[O])cc(c6ccc(C(=O)[O])cc6)c3)/c3cc(c6ccc(cc6)C(=O)[O])cc(c6ccc(C(=O)[O])cc6)c3)/C=C5)/C=C4)c2)cc1,AWUPAL,588.25604
O=C([O])c1ccc(c2cc(c3ccc(cc3)C(=O)[O])cc(c3ccc(cc3)C(=O)[O])c2)cc1,OTECAT,78.793396
[O]C(=O)c1ccc(c2cc(c3ccc(cc3)C(=O)[O])cc(c3ccc(C(=O)[O])cc3)c2)cc1,WOSZEL,78.79335
O=C([O])c1ccc(c2cc(c3ccc(C(=O)[O])cc3)cc(c2)/C/2=C\3/[N]/C(=C(/c4cc(cc(c5ccc(C(=O)[O])cc5)c4)c4ccc(cc4)C(=O)[O])\C4=N/C(=C(/c5cc(cc(c6ccc(C(=O)[O])cc6)c5)c5ccc(cc5)C(=O)[O])\C5=CC=C([N]5)/C(=C/5\N=C2C=C5)/c2cc(cc(c5ccc(C(=O)[O])cc5)c2)c2ccc(cc2)C(=O)[O])/C=C4)/C=C3)cc1,UQOLUJ,604.33057
[O]C(=O)c1ccc(c2cc(c3ccc(C(=O)[O])cc3)cc(c2)c2ccc(C(=O)[O])cc2)cc1,LABRUE,78.79341
[O]C(=O)c1ccc(c2cc(c3ccc(C(=O)[O])cc3)cc(c3ccc(C(=O)[O])cc3)c2)cc1,CIFLUA,78.79339
[O]C(=O)c1ccc(c2cc(c(c3c4c5c6c(c(cc(c6ccc5c(c3)c3c(cc(c(c3)C)c3ccc(C(=O)[O])cc3)C)c3c(cc(c(c3)C)c3ccc(C(=O)[O])cc3)C)c3c(cc(c(c3)C)c3ccc(C(=O)[O])cc3)C)cc4)cc2C)C)cc1,ja512973b,353.29846
[O]C(=O)c1ccc(c2ccc(/C/3=C\4/N=C(C=C4)/C(=C/4\[N]/C(=C(\C5=N/C(=C(/C6=CC=C3[N]6)\c3ccc(cc3)c3ccc(C(=O)[O])cc3)/C=C5)/c3ccc(cc3)c3ccc(C(=O)[O])cc3)/C=C4)/c3ccc(cc3)c3ccc(C(=O)[O])cc3)cc2)cc1,ja5111317,387.23477
O=C([O])c1ccc(c2ccc(/C/3=C/4\N=C(/C(=c/5\[nH]/c(=C(/C6=N/C(=C(\c7[nH]c3cc7)/c3ccc(cc3)c3ccc(C(=O)[O])cc3)/C=C6)\c3ccc(cc3)c3ccc(C(=O)[O])cc3)/cc5)/c3ccc(cc3)c3ccc(C(=O)[O])cc3)C=C4)cc2)cc1,ja512973b,389.26035
[O]C(=O)c1ccc(c2ccc(c3ccncc3)cc2)cc1,KARNAU,49.917034
O=C([O])c1ccc(c2ccc(C3=NN=N[N]3)cc2)cc1,BOVHEB,31.564253
[O]C(=O)c1ccc(c2ccccc12)C(=O)[O],FIQZEM,20.79812
O=C([O])c1ccc(c2ccccc12)C(=O)[O],EMUTUD,20.657333
O=C([O])c1ccc(c2cc(cc(c2)c2ccc(cc2)C(=O)[O])c2cc(cc(c2)c2ccc(C(=O)[O])cc2)c2ccc(cc2)C(=O)[O])cc1,ATEZAC,139.32152
O=C([O])c1ccc(c2c(c(c(c(c2c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)O)c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)O)cc1,AZAVOO,158.23083
O=C(O)c1ccc(c2c(cc(c(c2)c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])cc1,FOCYUT,82.95029
[O]C(=O)c1ccc(c2cc(cc(c2)c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])cc1,TISHAF,78.79341
O=C([O])c1ccc(c2cc(cc(c2)c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])cc1,DAPYAW,79.045044
[O]C(=O)c1ccc(c2cc(cc(c2)c2ccc(C(=O)[O])cc2)c2ccc(C(=O)[O])cc2)cc1,ICAQOU,78.79334
O=C([O])c1ccc(c2cc(cc(c2)c2ccc(C(=O)[O])cc2)c2ccc(C(=O)[O])cc2)cc1,EZOFOP,78.793365
[O]C(=O)c1ccc(c2ccc(cc2)C(=O)[O])cc1,PODXEN,21.948612
[O]C(=O)c1c(cc(c2ccc(cc2)C(=O)[O])c(c2ccc(cc2)C(=O)[O])c1)C(=O)[O],LODKIA,51.771168
[O]C(=O)c1ccc(c2cc(cc(c2)C(=O)[O])C(=O)[O])cc1,DANZID,20.872385
[O]C(=O)c1cc(c(c2c(cc(cc2N(=O)=O)C(=O)[O])N(=O)=O)c(c1)N(=O)=O)N(=O)=O,JUTCIM,39.87279
O=C([O])c1ccc(c2cc(cc(c3cc(cc(c3)c3cc(cc(c3)c3ccc(cc3)C(=O)[O])c3ccc(cc3)C(=O)[O])c3cc(c4ccc(cc4)C(=O)[O])cc(c3)c3ccc(cc3)C(=O)[O])c2)c2ccc(cc2)C(=O)[O])cc1,ZIJSAO,293.32544
[O]C(=O)c1ccc(c2cc(cc(c3ccc(cc3)C(=O)[O])c2)c2c(C)c(c3cc(c4ccc(cc4)C(=O)[O])cc(c3)c3ccc(C(=O)[O])cc3)c(C)c(c3cc(c4ccc(cc4)C(=O)[O])cc(c3)c3ccc(C(=O)[O])cc3)c2C)cc1,UFIREI,328.28827
O=C([O])c1ccc(c2cc(cc(c3ccc(cc3)C(=O)[O])c2)c2ccc(C(=O)[O])cc2)cc1,AXINIF,78.79339
[O]C(=O)c1ccc(c2cc(cc(c3ccc(C(=O)[O])cc3)c2)c2ccc(cc2)C(=O)[O])cc1,CIFMAH,78.79344
[O]C(=O)c1ccc(c2ccc(cn2)C(=O)[O])nc1,PEFRID01,21.906776
O=C([O])c1ccc(c2ccc(cn2)C(=O)[O])nc1,QUSQIG,21.81843
[O]C(=O)c1ccc(c2ccc(C(=O)[O])cc2)cc1,ABEXEN,21.94861
O=C([O])c1ccc(c2ccc(C(=O)[O])cc2)cc1,AGOVID,21.93172
O=C([O])c1ccc(c2ccc(C(=O)[O])cn2)nc1,NAZZEV,21.818466
O=C([O])c1ccc(c2cc(cnc2)c2ccc(cc2)C(=O)[O])cc1,WAQDOJ,42.848106
[O]C(=O)c1ccc(c2cc(cnc2)c2ccc(C(=O)[O])cc2)cc1,VEXVAW,42.823494
O=C([O])c1ccc(c2ccc(N(c3ccc(c4ccc(cc4)C(=O)[O])cc3)c3ccc(c4ccc(C(=O)[O])cc4)cc3)cc2)cc1,DADLIG,148.05014
O=C([O])c1ccc(c2ccc(N(c3ccc(c4ccc(C(=O)[O])cc4)cc3)c3ccc(c4ccc(C(=O)[O])cc4)cc3)cc2)cc1,ASINAT,148.05121
O=C([O])c1ccc(c2ccc(N(c3ccc(cc3)c3ccc(C(=O)[O])cc3)c3ccc(c4ccc(cc4)C(=O)O)cc3)cc2)cc1,DADLEC,148.22012
O=C([O])c1ccc(c2cc(c(OC)c(c2OC)c2c(OC)c(cc(c2OC)c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])c2ccc(C(=O)[O])cc2)cc1,WUYXOF,149.98239
[O]C(=O)c1ccc(c2cc(c(OC)c(c3c(OC)c(cc(c4ccc(cc4)C(=O)[O])c3OC)c3ccc(cc3)C(=O)[O])c2OC)c2ccc(cc2)C(=O)[O])cc1,WUYYAS,150.515
O=C([O])c1ccc(c2cc(nc(c2)c2ncccc2)c2ncccc2)cc1,ZUDPIZ,38.94843
[O]C(=O)c1ccc(c2ccncc2)cc1,CAXZOS,32.759243
O=C([O])c1ccc(c2ccncc2)cc1,HOFJIX,32.759235
[O]C(=O)c1ccc(c2cc(nc(c3ccncc3)c2)c2ccncc2)cc1,DOJXEH,39.9958
[O]C(=O)c1ccc(c2c(C)nn(Cn3c(c(c(C)n3)c3ccc(C(=O)[O])cc3)C)c2C)cc1,AGOFEJ,45.933678
O=C([O])c1cccc2cc(O)ccc12,OPOCUS,33.65125
[O]C(=O)c1ccc(c2cc(OCC)c(c3c2cc(c2ccc(C(=O)[O])cc2)cc3)c2c3c(cc(c4ccc(C(=O)[O])cc4)cc3)c(cc2OCC)c2ccc(C(=O)[O])cc2)cc1,SUNLET,159.98227
O=C([O])c1ccc(c2cncc(c2)C(=O)[O])cc1,FEXCES,32.75292
O=C([O])c1ccc(c2c(n(nc2C)Cn2c(c(c3ccc(C(=O)[O])cc3)c(n2)C)C)C)cc1,COQHUN,45.93421
O=C([O])c1ccc(c2c(nn(Cn3nc(c(c4ccc(cc4)C(=O)[O])c3C)C)c2C)C)cc1,COQHUN,43.59244
[O]C(=O)c1ccc(c2c(n[nH]c2C)C)cc1,NUCCEV,19.685434
[O]C(=O)c1ccc(c2c([O])c(c3c([O])c(cc(c3[O])c3ccc(C(=O)[O])cc3)c3ccc(C(=O)[O])cc3)c([O])c(c2)c2ccc(C(=O)[O])cc2)cc1,XOVPUU,147.40463
[O]C(=O)c1ccc(c2c(OCC)c(cc(C(c3cc(c(OCC)c(c4ccc(cc4)C(=O)[O])c3)c3ccc(cc3)C(=O)[O])(C)C)c2)c2ccc(C(=O)[O])cc2)cc1,NIMPEG,142.27771
[O]C(=O)c1cccc2ncccc12,ARAJEK,39.97035
[O]C(=O)c1ccc(c2nc(cc(c2)c2ccncc2)c2ccc(C(=O)[O])cc2)cc1,AQIQAU,55.250412
O=C([O])c1ccc(c2nc(cc(c3cc(C(=O)[O])cc(c3)C(=O)[O])c2)c2ccc(C(=O)[O])cc2)cc1,ENIHUG,90.15715
[O]C(=O)c1ccc(c2nc(cc(c3ccncc3)c2)c2ccc(cc2)C(=O)[O])cc1,OTAWIR,55.55173
[O]C(=O)c1ccc(c2ncc(C(=O)[O])cn2)cc1,TERFIH,24.1404
[O]C(=O)C1=C[C]=C(C2=N[CH]C(=C[N]2)C(=O)[O])[C]=C1,TERFIH,58.663383
[O]C(=O)c1ccc([C]2N=C([N]N2)c2ccncc2)cc1,ZOZSEO,34.35013
O=C([O])c1ccc(c2nnc(nn2)c2c(O)c(O)c(C(=O)[O])cc2)cc1,acscombsci.5b00188,59.04563
O=C([O])c1ccc(C2=N[N]N=N2)cc1,FEBQIO,49.82327
O=C([O])c1ccc(C2=NN=N[N]2)cc1,OYIVIC,48.970264
O=C([O])c1ccc(c2nsnc12)C(=O)[O],LAWHOJ,19.356535
O=C([O])c1ccc(c2OCOc12)C(=O)[O],PEYPIU,6.1395297
[O]C(=O)c1ccccc1,LOCZOU,40.94923
O=C([O])c1ccccc1,OTATOT,40.94923
[O]C(=O)c1cc(cc(c1)/C/1=C\2/[N]/C(=C(/c3cc(cc(C(=O)[O])c3)C(=O)[O])\C3=N/C(=C(/c4cc(cc(C(=O)[O])c4)C(=O)[O])\C4=CC=C([N]4)/C(=C/4\N=C1C=C4)/c1cc(cc(C(=O)[O])c1)C(=O)[O])/C=C3)/C=C2)C(=O)[O],GAYPED,246.93297
[O]C(=O)c1ccc(cc1)/C/1=C\2/[N]/C(=C(/c3ccc(C(=O)[O])cc3)\C3=N/C(=C(/c4ccc(cc4)C(=O)[O])\C4=CC=C([N]4)/C(=C/4\N=C1C=C4)/c1ccc(cc1)C(=O)[O])/C=C3)/C=C2,IYESUC,185.92957
[O]C(=O)c1ccc(cc1)/C/1=C\2/[N]/C(=C(/c3ccc(C(=O)[O])cc3)\C3=N/C(=C(/c4ccc(C(=O)[O])cc4)\C4=CC=C([N]4)/C(=C/4\N=C1C=C4)/c1ccc(C(=O)[O])cc1)/C=C3)/C=C2,ja5103103,187.45364
O=C([O])c1ccc(cc1)/C/1=C\2/[N]/C(=C(\C3=N/C(=C(\C4=CC=C([N]4)/C(=C/4\N=C1C=C4)/c1ccc(cc1)C(=O)[O])/c1ccc(cc1)C(=O)[O])/C=C3)/c1ccc(cc1)C(=O)[O])/C=C2,jacs.6b08724,187.36917
O=C([O])c1ccc(cc1)/C/1=c\2/[nH]/c(=C(\C3=N/C(=C(\c4[nH]c(/C(=C/5\N=C1C=C5)/c1ccc(cc1)C(=O)[O])cc4)/c1ccc(cc1)C(=O)[O])/C=C3)/c1ccc(cc1)C(=O)[O])/cc2,jacs.6b08724,187.11491
O=C([O])c1ccc(cc1)c1cc2cc(c3ccc(C(=O)[O])cc3)cc3c4cc(c5ccc(C(=O)[O])cc5)cc5cc(c6ccc(C(=O)[O])cc6)cc(c(c1)c23)c45,EMIZAD,166.531
[O]C(=O)c1ccc(cc1)c1c(c2ccc(C(=O)[O])cc2)cc(c2ccc(C(=O)[O])cc2)c(c2ccc(C(=O)[O])cc2)c1,TONQOD,82.16067
[O]C(=O)c1ccc(cc1)c1cc2OCCOCCOc3c(OCCOCCOc2cc1c1ccc(cc1)C(=O)[O])cc(c(c1ccc(cc1)C(=O)[O])c3)c1ccc(C(=O)[O])cc1,EFESEP,118.1402
[O]C(=O)c1ccc(cc1)c1cc(c2cc(c3ccc(C(=O)[O])cc3)cc(c3ccc(C(=O)[O])cc3)c2)cc(c1)c1ccc(cc1)C(=O)[O],NAFSOF,139.72438
O=C([O])c1cc(cc(c1)c1ccc2cc(ccc2c1)C(=O)[O])C(=O)[O],NAJSUP,39.983562
O=C([O])c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O])cc(c2cc(cc(c2)C(=O)[O])C(=O)[O])c1,ANUGOG,89.94342
[O]C(=O)c1ccc(cc1)c1cc(c2ccc(C(=O)[O])cc2)cc(c2ccc(cc2)C(=O)[O])c1,XUFYAA,78.793396
[O]C(=O)c1ccc(cc1)c1cc(c2ccc(C(=O)[O])cc2)cc(c2ccc(C(=O)[O])cc2)c1,DIBQOW,79.04509
O=C([O])c1ccc(cc1)c1cc(c2ccc(C(=O)[O])cc2)cc(c2ccc(C(=O)[O])cc2)c1,DIBQIQ,78.79329
O=C([O])c1ccc(cc1)c1cc(c2ccc(C(=O)[O])cc2)cnc1,BEPRIZ,42.823486
O=C([O])c1cc(ccc1)c1c(cc(c2cc(ccc2)C(=O)[O])c(c1)C(=O)[O])C(=O)[O],BOPHIZ,34.3636
[O]C(=O)c1cc(cc(c1)c1ccc(c2cc(cc(C(=O)[O])c2)C(=O)[O])cc1)C(=O)[O],DUXSIA,34.742508
O=C([O])c1cc(cc(c1)c1ccc(c2cc(cc(C(=O)[O])c2)C(=O)[O])cc1)C(=O)[O],WIPLOY,34.5629
O=C([O])c1cccc(c1)c1cc(c(c2cc(C(=O)[O])ccc2)cc1C(=O)[O])C(=O)[O],BOPHEV,32.399197
[O]C(=O)c1cc(cc(c1)c1ccc(C2=NN=N[N]2)cc1)C(=O)[O],DACZUF,26.85276
O=C([O])c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O])C(=O)[O],APAZIC,79.96861
[O]C(=O)c1ccc(cc1)c1cccc(c1)c1ccc(cc1)C(=O)[O],XUMNEA,39.706516
O=C([O])c1ccc(cc1)c1cccc(c1)c1ccc(cc1)C(=O)[O],OMIPAD,39.706516
[O]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O])c1cc(c2cc(c3ccc(C(=O)[O])cc3)cc(c2)c2ccc(cc2)C(=O)[O])cc(c2cc(c3ccc(C(=O)[O])cc3)cc(c2)c2ccc(cc2)C(=O)[O])c1,UYAPOA,293.62402
O=C([O])c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O])c1cc(c2ccc(cc2)C(=O)[O])cc(c1)c1ccc(C(=O)[O])cc1,KIJRUS,139.51718
[O]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O],DAGJED,78.79344
[O]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O],PUWDOA,78.95432
O=C([O])c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O],AXINAX01,78.793396
O=C([O])c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)C(=O)[O])C(=O)[O],APAYOH,42.818302
O=C([O])c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O])C(=O)[O],APAYIB,42.818302
O=C([O])c1cc(cc(c1)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O])C(=O)[O])c1cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O],QUQFOY,106.97461
[O]C(=O)c1cc(cc(c1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O],DURDAX,34.742508
O=C([O])c1cc(ccc1c1cccc(c1)c1ccc(cc1C(=O)[O])C(=O)[O])C(=O)[O],IZIHOQ,33.77559
[O]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(C(=O)[O])cc1,ja507947d,35.672424
[O]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(C(=O)[O])cc1)c1ccc(C(=O)[O])cc1,KOLWEO,78.7933
O=C([O])c1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(c2ccc(C(=O)[O])cc2)cc1)c1ccc(c2ccc(C(=O)[O])cc2)cc1)c1ccc(c2ccc(C(=O)[O])cc2)cc1,BUNKUS,179.20804
O=C([O])c1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccc(cc1)C(=O)[O])c1ccc(cc1)c1ccc(cc1)C(=O)[O])c1ccc(cc1)c1ccc(cc1)C(=O)[O],WASQEP,179.04407
[O]C(=O)c1ccc(cc1)c1c(cc(c(c1)COC)c1ccc(cc1)C(=O)[O])COC,TEXTOH,37.748962
[O]C(=O)c1cc(ccc1)c1ccc(cc1)C(=O)[O],MOYYIJ,26.021854
[O]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O],AFOTOF,21.931677
O=C([O])c1c(cccc1)c1ccc(cc1)C(=O)[O],XAJGOH,21.579487
O=C([O])c1ccc(cc1)c1ccc(cc1)C(=O)[O],BUSRUE,21.948624
O=C([O])c1ccc(cc1)c1cccc(c1)C(=O)[O],MOYYEF,24.122225
O=C([O])c1cccc(c1)c1cc(ccc1)C(=O)[O],cg500121f,19.056086
[O]C(=O)c1ccccc1c1ccccc1C(=O)[O],TISGUY,20.000172
[O]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O])c1ccc(cc1)C1(OO1)[O],UMIZEX,38.21814
O=C([O])c1c(cc(c(c1)c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O])C(=O)[O],YOBYEV,51.48402
O=C([O])c1cc(c(cc1)c1c(cc(cc1)C(=O)[O])C#N)C#N,KOJZEP,30.145683
[O]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O])C(=O)[O],DIVSUY,21.396687
[O]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O])C(=O)[O],DANZAV,20.872385
O=C([O])c1cc(cc(c1)c1ccc(cc1)C(=O)[O])C(=O)[O],APAZOI,21.132553
O=C([O])c1ccc(cc1)c1cc(cc(c1)C(=O)[O])C(=O)[O],FOKYIP,20.872383
O=C([O])c1c(cc(c(c1)c1ccc(cc1)C(=O)[O])C(=O)[O])c1ccc(cc1)C(=O)[O],GOQTIR,39.356457
O=C([O])c1ccc(cc1)c1c(cc(c(c1)C(=O)[O])C(=O)[O])c1ccc(cc1)C(=O)[O],NAJQUN,51.332405
[O]C(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O],HOGPUQ,32.694427
O=C([O])c1cc(cc(c1)c1cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O],DUZPUL,32.470074
O=C([O])c1cc(cc(c1)c1cc(cc(c1)C(=O)O)C(=O)[O])C(=O)[O],GUFXEM,32.638733
O=C([O])c1ccc(c(c1)c1cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O],XUFWOM,32.97033
[O]C(=O)c1c(cccc1c1c(c(ccc1)C(=O)[O])C(=O)[O])C(=O)[O],NEXVUI,21.59335
O=C([O])c1cc(cc(c1)c1cc(ccc1C(=O)[O])C(=O)[O])C(=O)[O],XUFWOM,32.75025
O=C([O])c1cc(cc(c1)c1cccc(c1C(=O)[O])C(=O)[O])C(=O)[O],IKOPIJ,26.526665
[O]C(=O)c1cc(cc(c1c1cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O],ORULEU,35.49107
O=C([O])c1cc(cc(c1)c1c(cc(cc1C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O],AHOBEG,35.880085
[O]C(=O)c1ccc(cc1)c1cc(cc(c1N)c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O],TOVJEV,82.323616
O=C([O])c1ccc(cc1)c1cc(cc(c2ccc(cc2)C(=O)[O])c1)c1cc(c2ccc(cc2)C(=O)[O])cc(c2ccc(cc2)C(=O)[O])c1,GAZZIS05,139.72447
O=C([O])c1ccc(cc1)c1cc(cc(c2ccc(cc2)C(=O)[O])c1)c1ccc(cc1)C(=O)[O],FECXAO,78.79338
[O]C(=O)c1ccc(cc1)c1cccc(c2ccc(C(=O)[O])cc2)c1,NANNAU,39.73132
[O]C(=O)c1ccc(cc1)c1cc(cc(c2ccc(C(=O)[O])cc2)c1)c1cc(c2cc(c3ccc(C(=O)[O])cc3)cc(c3ccc(C(=O)[O])cc3)c2)cc(c2cc(c3ccc(C(=O)[O])cc3)cc(c3ccc(C(=O)[O])cc3)c2)c1,RAYMIP,293.2607
O=C([O])c1ccc(cc1)c1cc(cc(c2ccc(C(=O)[O])cc2)c1)c1cc(c2cc(c3ccc(C(=O)[O])cc3)cc(c3ccc(C(=O)[O])cc3)c2)cc(c2cc(c3ccc(C(=O)[O])cc3)cc(c3ccc(C(=O)[O])cc3)c2)c1,BICPUA,293.64072
[O]C(=O)c1ccc(cc1)c1cc(cc(c2ccc(C(=O)[O])cc2)c1)c1ccc(C(=O)[O])cc1,RIXPIZ,79.04484
[O]C(=O)c1ccc(cc1)c1cc(cc(c2ccc(C(=O)[O])cc2)c1OC)c1cc(c2ccc(C(=O)[O])cc2)c(OC)c(c2ccc(C(=O)[O])cc2)c1,UMOBEF01,149.4549
O=C([O])c1ccc(cc1)c1cc(cc(c2ccc(C(=O)[O])cc2)c1OC)c1cc(c2ccc(C(=O)[O])cc2)c(OC)c(c2ccc(C(=O)[O])cc2)c1,UMOBEF02,149.08234
[O]C(=O)c1ccc(cc1)c1cc(cc(c2ccc(C(=O)[O])cc2)c1OCC)c1cc(c2ccc(C(=O)[O])cc2)c(OCC)c(c2ccc(C(=O)[O])cc2)c1,UMODEH01,152.03458
O=C([O])c1ccc(cc1)c1cc(cc(c2ccc(C(=O)[O])cc2)c1OCC)c1cc(c2ccc(C(=O)[O])cc2)c(OCC)c(c2ccc(C(=O)[O])cc2)c1,UMODEH03,152.03482
[O]C(=O)c1ccc(cc1)c1cc(cc(c2ccc(C(=O)[O])cc2)c1O[C](C)C)c1cc(c2ccc(C(=O)[O])cc2)c(O[C](C)C)c(c2ccc(C(=O)[O])cc2)c1,UMOYOM06,153.41664
[O]C(=O)c1ccc(cc1)c1c(C)cc(c2ccc(C(=O)[O])cc2)c(C)c1,KINKAV,38.786022
[O]C(=O)c1ccc(cc1)c1c(C)cc(c(C)c1)c1ccc(C(=O)[O])cc1,TOWNUQ,38.756916
[O]C(=O)c1ccc(cc1)c1c(C)c(c(c(C)c1C)c1ccc(cc1)C(=O)[O])C,YEYCUC,50.781986
[O]C(=O)c1ccc(cc1)c1ccc(C(=O)[O])cc1,AFOTOF,21.948597
O=C([O])c1ccc(cc1)c1ccc(C(=O)[O])cc1,FAHQIQ,21.931692
O=C([O])c1c(cc(cc1)c1cc(c(C(=O)[O])cc1)C)C,KOJZUF,17.731857
[O]C(=O)c1ccc(cc1)c1ccc(N(c2ccc(c3ccc(C(=O)[O])cc3)cc2)c2ccc(c3ccc(C(=O)[O])cc3)cc2)cc1,HUQHOS,148.0506
O=C([O])c1ccc(cc1)c1ccc(N(c2ccc(c3ccc(C(=O)[O])cc3)cc2)c2ccc(c3ccc(C(=O)[O])cc3)cc2)cc1,HUQHEI,148.05096
OC(=O)c1ccc(cc1)c1ccc(N(c2ccc(cc2)c2ccc(cc2)C(=O)[O])c2ccc(c3ccc(cc3)C(=O)[O])cc2)cc1,PIQMUZ,148.46396
[O]C(=O)c1cc(cc(c1)c1c(c(c([O])c(c1)C(C)(C)C)c1c([O])c(cc(c1C)c1cc(cc(c1)C(=O)[O])C(=O)[O])C(C)(C)C)C)C(=O)[O],WOLYON,93.47542
